Bolide Luminosity and Fragmentation Simulation — 8
Dia: 16.0 m | Vel: 20.0 km/s | theta: 45.0 deg | Strength: 1.0e+05 Pa

Initial area     = 8.0425e+02 m²
Initial mass     = 6.4340e+06 kg
Initial strength = 1.0000e+05 Pa

Initial altitude = 6.4781e+06 meters
Initial position = 0.0000e+00 meters
Initial velocity = 2.0000e+04 m/s
Initial time     = 0.0000e+00 s

Initial angle of entry = 45.000 deg
Initial angle of entry = 0.785 rad

Initial x-component velocity = 1.4142e+04 m/s
Initial z-component velocity = -1.4142e+04 m/s
Initial alpha angle          = 0.0000e+00 deg
Initial delta angle          = 4.5000e+01 deg
Initial gamma angle          = 4.5000e+01 deg
Initial flight path angle    = 4.5000e+01 deg
Initial downrange distance   = 0.0000e+00 meters
Initial Earth surface x-comp = 6.3781e+06 meters
Initial Earth surface z-comp = 6.3781e+06 meters
Earth Radius                 = 6.3781e+06 meters

Setting total radiated energy to 0.0000e+00 J

time = 3.0000e-03       lum = 5.3263e+10     tau = 6.8578e-02   dia = 1.6000e+01    alt = 9.9958e+04
E_rad_ttl = 1.5979e+08  E_dep = 2.3300e+09   KE = 1.2868e+15    Fdrag = 2.4120e+05  frag_stage = 0
v = 2.0000e+04          acc = 2.3873e+00     theta_deg = 45.000 mass = 6.4340e+06   area = 8.0425e+02
T_stag = 1.1663e+05     T_surf = 4.6565e+03  q_h = 2.3993e+07   q = 1.1997e+03      p_stag = 1.2004e+03
T = 4.4094e+02          p = 7.5881e-01       rho = 5.9983e-06   a = 3.8962e+02      M = 5.1332e+01

time = 6.0000e-03       lum = 5.3453e+10     tau = 6.8578e-02   dia = 1.6000e+01    alt = 9.9915e+04
E_rad_ttl = 3.2015e+08  E_dep = 4.6684e+09   KE = 1.2868e+15    Fdrag = 2.4207e+05  frag_stage = 0
v = 2.0000e+04          acc = 2.3872e+00     theta_deg = 45.000 mass = 6.4340e+06   area = 8.0425e+02
T_stag = 1.1663e+05     T_surf = 4.6606e+03  q_h = 2.4079e+07   q = 1.2039e+03      p_stag = 1.2047e+03
T = 4.4081e+02          p = 7.6130e-01       rho = 6.0197e-06   a = 3.8957e+02      M = 5.1339e+01

time = 9.0000e-03       lum = 5.3644e+10     tau = 6.8578e-02   dia = 1.6000e+01    alt = 9.9873e+04
E_rad_ttl = 4.8108e+08  E_dep = 7.0151e+09   KE = 1.2868e+15    Fdrag = 2.4293e+05  frag_stage = 0
v = 2.0000e+04          acc = 2.3872e+00     theta_deg = 45.000 mass = 6.4339e+06   area = 8.0424e+02
T_stag = 1.1663e+05     T_surf = 4.6648e+03  q_h = 2.4165e+07   q = 1.2082e+03      p_stag = 1.2090e+03
T = 4.4069e+02          p = 7.6380e-01       rho = 6.0412e-06   a = 3.8951e+02      M = 5.1346e+01

time = 1.2000e-02       lum = 5.3836e+10     tau = 6.8578e-02   dia = 1.6000e+01    alt = 9.9830e+04
E_rad_ttl = 6.4259e+08  E_dep = 9.3702e+09   KE = 1.2868e+15    Fdrag = 2.4380e+05  frag_stage = 0
v = 2.0000e+04          acc = 2.3871e+00     theta_deg = 45.000 mass = 6.4339e+06   area = 8.0424e+02
T_stag = 1.1663e+05     T_surf = 4.6690e+03  q_h = 2.4251e+07   q = 1.2126e+03      p_stag = 1.2133e+03
T = 4.4056e+02          p = 7.6631e-01       rho = 6.0628e-06   a = 3.8946e+02      M = 5.1354e+01

time = 1.5000e-02       lum = 5.4028e+10     tau = 6.8578e-02   dia = 1.6000e+01    alt = 9.9788e+04
E_rad_ttl = 8.0467e+08  E_dep = 1.1734e+10   KE = 1.2868e+15    Fdrag = 2.4467e+05  frag_stage = 0
v = 2.0000e+04          acc = 2.3870e+00     theta_deg = 45.000 mass = 6.4339e+06   area = 8.0424e+02
